session.ID	Message.ID	Message.Timestamp	Message.From	Message.Text	Dialog-Acts									
621	1	2016-03-11T15:40:44.728Z	user	Hi! I would like two tickets for tonight to see Deadpool at 8:05 PM in the Century 16 South Point.	greeting()	request(ticket;moviename=Deadpool;numberofpeople=2;date=tonight;starttime=8:05pm;theater=Century 16 South Point)								
621	2	2016-03-11T16:40:28.667Z	agent	There is a 7:55pm showing. Is that acceptable?	inform(starttime=7:55pm)	confirm_question()								
621	3	2016-03-11T18:06:35.220Z	user	Yes	confirm_answer()									
621	4	2016-03-11T18:47:22.122Z	agent	I have successfully purchased 2 tickets for the 7:55pm showing. Enjoy!	inform(taskcomplete;starttime= 7:55;numberofpeople=2)	closing(closing=Enjoy)								
622	1	2016-03-11T02:07:40.592Z	user	i needs tickets to the revenant for tomorrow in seattle	request(ticket;moviename=revenant;date=tomorrow;city=Seattle)									
622	2	2016-03-11T05:54:59.097Z	agent	How many tickets would you like?	request(numberofpeople)									
622	3	2016-03-11T06:30:29.277Z	user	3	inform(numberofpeople=3)									
622	4	2016-03-11T06:42:38.656Z	agent	What time would you like to see the movie?	request(date;starttime)									
622	5	2016-03-11T07:44:59.280Z	user	0.791666667	inform(starttime=7:00PM)									
622	6	2016-03-11T07:47:45.320Z	agent	Which theater would you like to go to?	request(theater)									
622	7	2016-03-11T08:00:00.014Z	user	any of them	inform(theater=any of them)									
622	8	2016-03-11T15:41:00.000Z	agent	There is a 7:20 showing at AMC Pacific Place 11. Is that acceptable?	inform(starttime=7:20;theater=AMC Pacific Place 11)	confirm_question()								
622	9	2016-03-11T16:56:35.928Z	user	yes	confirm_answer()									
622	10	2016-03-11T17:06:20.982Z	agent	I have purchased your tickets. Thank you and enjoy the show.	inform(taskcomplete)	thanks(closing=Thank you and enjoy the show)								
623	1	2016-03-11T14:31:44.917Z	user	I'd like to see London has Fallen in 3D tomorrow evening around 10:30 pm in Dayton OH	request(ticket;moviename=London has Fallen;video_format=3D;date=tomorrow evening;starttime=10:30pm;city=Dayton;state=OH)									
623	2	2016-03-11T15:55:08.885Z	agent	I'm sorry, London Has Fallen is not showing in 3D.  Would you like standard or prefer a different movie?	inform(result={};moviename=London Has Fallen;video_format=3D)	confirm_question(video_format=standard)								
623	3	2016-03-11T15:59:19.467Z	user	standard will be fine	confirm_answer()									
623	4	2016-03-11T16:43:03.299Z	agent	How many tickets would you like?	request(numberofpeople)									
623	5	2016-03-11T17:23:02.263Z	user	4 please	inform(numberofpeople=4)									
623	6	2016-03-11T17:54:34.289Z	agent	London has fallen is playing at 10:30pm at Regal Fairfield Commons Stadium 20. Should I purchase the tickets?	inform(moviename=London has fallen;starttime=10:30pm;theater=Regal Fairfield Commons Stadium 20)	confirm_question()								
623	7	2016-03-11T18:31:34.526Z	user	yes!	confirm_answer()									
623	8	2016-03-11T19:41:51.710Z	agent	I have successfully purchased 4 tickets to the 10:30 showing! Enjoy!	inform(taskcomplete;starttime= 10:30;numberofpeople=4)	closing(closing=Enjoy)								
623	9	2016-03-11T19:43:32.178Z	user	Thanks!	thanks(closing=Thanks)									
623	10	2016-03-11T21:04:48.363Z	agent	Thanks for using our service!	thanks(closing=Thanks for using our service)									
624	1	2016-03-11T03:37:40.490Z	user	Is there a Imax theater in Dallas?	request(theater;video_format=Imax;city=Dallas)									
624	2	2016-03-11T05:18:28.129Z	agent	Yes there is, do you have a certain movie in mind?	request(moviename)									
624	3	2016-03-11T07:11:31.782Z	user	Zootopia for friday night	inform(moviename=Zootopia;date=friday night)									
624	4	2016-03-11T07:32:59.876Z	agent	Would you like to see it in 3D or standard 2D?	multiple_choice(video_format={3D#2D})									
624	5	2016-03-11T15:45:02.478Z	user	3D but it's gonna be 3 people now and I want the last showing of the night.	inform(video_format=3D;numberofpeople=3;starttime=last showing of the night)									
624	6	2016-03-11T16:42:46.871Z	agent	The last showing of the night at AMC NorthPark 15 is at 10:45pm. Would you like to purchase tickets?	inform(theater=AMC NorthPark 15;starttime=10:45pm)	confirm_question()								
624	7	2016-03-11T16:44:01.211Z	user	Yes please, that would be fantastic!	confirm_answer()									
624	8	2016-03-11T16:51:12.321Z	agent	I have purchased your tickets. Thank you and enjoy the show!	inform(taskcomplete)	thanks(closing=Thank you and enjoy the show)								
624	9	2016-03-11T16:58:04.095Z	user	Thank you for your help!	thanks(closing=Thank you and enjoy the show)									
624	10	2016-03-11T17:10:43.953Z	agent	Have a wonderful day!	closing(closing=Have a wonderful day)									
625	1	2016-03-11T16:51:16.440Z	user	I have two dates tonight.  One lady likes comedies and the other likes action flicks.  Are there two Theatres playing these at slightly separate times so I can avoid any awkwardness?	inform(other=I have two dates tonight)	request(theater;genre={comedies#action};other=two Theatres playing these at slightly separate times so I can avoid any awkwardness)								
625	2	2016-03-11T17:25:30.765Z	agent	What is your location?	request(city;state)									
625	3	2016-03-11T17:33:33.606Z	user	Arlington Texas	inform(city=Arlington;state=Texasi)									
625	4	2016-03-11T18:12:34.157Z	agent	Studio Movie Grill and AMC The Parks At Arlington 18 are right next to each other so you might be able to pull it off. What time do you want to go?	inform(moviename={Studio Movie Grill#AMC The Parks Arlington 18})	request(starttime)								
625	5	2016-03-11T18:32:58.769Z	user	Roughly 5 PM for the comedy and 8 for the action movie.	inform(starttime=5 PM;genre=comedy)	inform(starttime=8PM;genre=action)								
625	6	2016-03-11T20:35:02.356Z	agent	Let's handle the comedy first. Studio Movie Grill is playing Whiskey Tango Foxtrot at 5pm. Would you like to select that as your first movie?	inform(genre=comedy;moviename=Studio Movie Grill;theater=Whiskey Tango Foxtrot;starttime=5pm)	confirm_question()								
626	1	2016-03-11T20:08:49.093Z	user	I want to see Zootopia for 2 people tomorrow in Portland.	request(ticket;numberofpeople=2;moviename=Zootopia;date=tomorrow;city=Portland)									
626	2	2016-03-11T20:52:29.829Z	agent	Would you like to see it in 3D or the standard 2D showing?	multiple_choice(video_format={3D#standard 2D})									
626	3	2016-03-11T21:02:00.195Z	user	2D	inform(video_format=2D)									
626	4	2016-03-11T21:58:03.433Z	agent	What time would you like to see it? There are showtimes throughout the day.	request(starttime)	inform(other=There are showtimes throughout the day)								
627	1	2016-03-11T19:53:48.786Z	user	Hello I am looking for 4 tickets to see Cloverfield in 3D in Sacramento tonight.	greeting()	request(ticket;numberofpeople=4;moviename=Cloverfield;video_format=3D;city=Sacramento;date=tonight)								
627	2	2016-03-11T20:39:06.632Z	agent	It's not playing in 3D but it is at IMAX at Regal El Dorado Hills Stadium 14. Would you like that or standard?	inform(result={};video_format=3D)	inform(video_format=IMAX;theater=Regal El Dorado Hills Stadium 14)	multiple_choice(video_format={IMAX#standard})							
627	3	2016-03-11T20:52:09.847Z	user	I would like IMAX. Any showings around 7?	inform(video_format=IMAX)	request(ticket;starttime=around 7)								
627	4	2016-03-11T21:12:01.316Z	agent	There is a 7:30 show at the El Dorado, should we book tickets for that?	inform(starttime=7:30;theater=El Dorado)	confirm_question()								
627	5	2016-03-11T21:12:19.217Z	user	Yes please	confirm_answer()									
627	6	2016-03-11T21:18:24.587Z	agent	I have purchased your tickets. Thank you and enjoy the show.	inform(taskcomplete)	thanks(closing=Thank you and enjoy the show)								
627	7	2016-03-11T21:26:35.901Z	user	Thank you!	thanks(closing=Thank you)									
627	8	2016-03-11T21:57:34.538Z	agent	Have a wonderful day!	closing(closing=Have a wonderful day)									
628	1	2016-03-11T01:45:55.152Z	user	Hiya. I'd like one ticket to see Eddie the Eagle around 7pm on March 13 at Regal Columbus Stadium 12.	greeting()	request(ticket;numberofpeople=one;moviename=Eddie the Eagle;starttime=around 7pm;date=March 13;theater=Regal Columbus Stadium 12)								
628	2	2016-03-11T03:27:39.402Z	agent	There is a showing at 730pm at that theater. Shall I book that for you?	inform(starttime=730pm)	confirm_question()								
628	3	2016-03-11T06:44:29.400Z	user	Yes, please.	confirm_answer()									
628	4	2016-03-11T06:53:50.438Z	agent	I have purchased your ticket. Thank you and enjoy the show.	inform(taskcomplete)	thanks(closing=Thank you and enjoy the show)								
628	5	2016-03-11T11:07:59.212Z	user	Thanks!	thanks(closing=Thanks)									
628	6	2016-03-11T12:05:15.695Z	agent	Thank you for using our service, good bye.	thanks(closing=Thank you and enjoy the show)									
629	1	2016-03-10T23:15:05.246Z	user	Hi, I need to find a showing for How to be Single in Harrisburg, PA on Friday night.	greeting()	request(ticket;moviename=How to be Single;city=Harrisburg;state=PA;date=Friday night)								
629	2	2016-03-11T00:21:42.299Z	agent	There is a 7:40pm showing at Frank Theatres. How many tickets would you like?	inform(starttime=7:40pm;theater=Frank Theatres)	request(numberofpeople)								
629	3	2016-03-11T00:40:51.798Z	user	That sounds great. Book 4 tickets for that showing please.	inform(numberofpeople=4)									
629	4	2016-03-11T01:25:09.863Z	agent	I have successfully purchased your tickets for the 7:40pm showing. Enjoy!	inform(taskcomplete;starttime=7:40pm)	closing(closing=Enjoy)								
629	5	2016-03-11T01:25:48.814Z	user	Thank you!	thanks(closing=Thank you)									
629	6	2016-03-11T02:04:39.626Z	agent	Thank you for using our service!	thanks(closing=Thank you and enjoy the show)									
630	1	2016-03-10T23:31:12.924Z	user	i want a ticket to 10 Cloverfield Lane at the carmike 10 in asheville for 7pm	request(ticket;moviename=10 Cloverfield Lan;theater=carmike 10;city=asheville;starttime=7pm)									
630	2	2016-03-11T00:34:56.919Z	agent	What date would you like to go?	request(date)									
630	3	2016-03-11T02:13:50.839Z	user	43170	inform(date=11-Mar)									
630	4	2016-03-11T06:04:22.132Z	agent	How many tickets?	request(numberofpeople)									
630	5	2016-03-11T06:53:58.445Z	user	2 tickets please	inform(numberofpeople=2)									
630	6	2016-03-11T07:49:01.527Z	agent	Your requested movie is playing at CARMIKE 10 at these times: 12:45pm 1:45pm 3:30pm 4:30pm 7:15pm 8:00pm 9:50pm 10:25pm. Would you like to book one of these showings?	inform(theater=CARMIKE 10;starttime={12:45pm#1:45pm#3:30pm4:30pm#7:15pm#8:00pm#9:50pm#10:25pm})	multiple_choice(starttime)								
630	7	2016-03-11T21:48:33.092Z	user	yes, 12:45pm	inform(starttime=12:45pm)									
630	8	2016-03-11T21:58:43.634Z	agent	I have purchased your tickets. Thank you and enjoy the show.	inform(taskcomplete)	thanks(closing=Thank you and enjoy the show)								
631	1	2016-03-11T09:05:48.275Z	user	I'd like three tickets for The Brothers Grimsby on Monday evening near Times Square in NYC.	request(ticket;numberofpeople=three;moviename=The Brothers Grimsby;date=Monday evening;distanceconstraints=near Times Square;city=NYC)									
631	2	2016-03-11T16:16:05.780Z	agent	The Brothers Grimsby is playing at AMC Loews 34th Street 14 at 6:15, 7:25, 8:30, and 9:50 on Monday evening. Which showtime would you prefer?	inform(moviename=The Brothers Grimsby;theater= AMC Loews;date=Monday evening;starttime={6:15#7:25#8:30#9:50})	multiple_choice(starttime)								
631	3	2016-03-11T18:36:52.300Z	user	Book three tickets to the 7:25 showing please. Thanks!	request(ticket;numberofpeople=3;starttime=7:25)	thanks(closing=Thanks)								
631	4	2016-03-11T19:25:13.975Z	agent	OK three tickets has been purchased at AMC Loews for Monday 7:25pm.	inform(taskcomplete;theater=AMC Loews;date=Monday;starttime=7:25pm)									
631	5	2016-03-11T20:00:04.766Z	user	Thank you!	thanks()									
631	6	2016-03-11T20:46:16.437Z	agent	Thank you for using our service.	thanks(closing=Thank you and enjoy the show)									
632	1	2016-03-11T16:54:20.147Z	user	I want to see Deadpool with 3 people tomorrow at 8PM in Los Angeles.	request(ticket;moviename=Deadpool;numberofpeople=3;date=tomorrow;starttime=8PM;city=Los Angeles)									
632	2	2016-03-11T17:28:27.113Z	agent	Deadpool is playing at 7:20pm at Regency Commerce 14. Is that acceptable?	inform(moviename=Deadpool;starttime=7:20;theater=Regency Commerce 14)	confirm_question()								
632	3	2016-03-11T17:35:28.023Z	user	Yes.	confirm_answer()									
632	4	2016-03-11T17:44:13.354Z	agent	I have purchased your tickets. Thank you and enjoy the show.	inform(taskcomplete)	thanks()								
632	5	2016-03-11T17:54:00.033Z	user	Thanks!	thanks()									
632	6	2016-03-11T18:03:08.793Z	agent	Have a wonderful day!	closing(closing=Have a wonderful day)									
633	1	2016-03-11T02:35:54.418Z	user	Can I get two tickets to Kung Fu Panda 3 in Birmingham Sunday around 2PM?	request(ticket;numberofpeople=2;moviename=Kung Fu Panda 3;city=Birmingham;date=Sunday;starttime=around 2PM)									
633	2	2016-03-11T06:32:31.293Z	agent	Would you like to see it in 3D or the standard 2D?	multiple_choice(video_format={3D#standard 2D})									
633	3	2016-03-11T06:36:29.862Z	user	2d	inform(video_format=2d)									
633	4	2016-03-11T12:23:13.170Z	agent	I'm sorry can you clarify - Birmingham in which state?	request(state;city=Birmingham)									
633	5	2016-03-11T13:11:56.102Z	user	Alabama	inform(state=Alabama)									
633	6	2016-03-11T13:48:54.242Z	agent	Kung Fu Panda 3 is playing at 3:45 at Carmike Lee Branch 15. Is that time acceptable?	inform(moviename=Kung Fu Panda 3;starttime=3:45;theater=Carmike Lee Branch 15)	confirm_question()								
633	7	2016-03-11T15:08:32.287Z	user	yes	confirm_answer()									
633	8	2016-03-11T15:17:27.012Z	agent	I have purchased your ticket. Thank you and enjoy the show.	inform(taskcomplete)	thanks(closing=Thank you and enjoy the show)								
634	1	2016-03-11T01:49:55.560Z	user	Hello. I need two tickets to Deadpool for around 7pm on March 11 at the Regal City North Stadium 14 in Chicago, IL.	greeting()	request(ticket;moviename=Deadpool;starttime=around 7pm;date=March 11;theater=Regal City North Stadium 14;city=Chicago;state=IL)								
634	2	2016-03-11T03:53:16.429Z	agent	It's showing at 7:25pm tomorrow at that theater. Would you like to book it?	inform(starttime=7:25pm;date=tomorrow)	confirm_question()								
634	3	2016-03-11T06:45:29.314Z	user	Yes, please.	confirm_answer()									
634	4	2016-03-11T06:54:18.478Z	agent	I have purchased your ticket. Thank you and enjoy the show.	inform(taskcomplete)	thanks(closing=Thank you and enjoy the show)								
634	5	2016-03-11T11:08:59.467Z	user	Thanks!	thanks(closing=Thanks)									
634	6	2016-03-11T12:45:39.283Z	agent	Thank you for using our service, good bye.	thanks(closing=Thank you and enjoy the show)	closing()								
635	1	2016-03-11T01:44:00.504Z	user	I would like to purchase 2 tickets to see Zoolander 2 at the Regal Meridian 16 in Seattle on March 15th.  I prefer the 9:30 PM show if available.	request(ticket;numberofpeople=2;moviename=Zoolander 2;theater=Regal Meridian 16;city=Seattle;date=March 15th)	inform(starttime=9:30 PM)								
